Date,Open,High,Low,Close,Volume,Name
2006-04-27,82.7,84.4,82.7,83.88,8174300,IBM
2006-05-01,82.59,83.31,82.1,82.23,6011400,IBM
2006-05-03,82.54,83.29,82.45,82.7,5721100,IBM
2006-05-05,82.95,83.34,82.7,83.28,4504700,IBM
2006-05-09,82.49,83.29,82.4,83.23,4072800,IBM
2006-05-11,82.65,83.09,82.45,82.46,5274500,IBM
2006-05-15,81.8,83.15,81.8,82.89,5778500,IBM
2006-05-17,81.75,82.21,81.02,81.27,5936400,IBM
2006-05-19,80.86,81.0,79.51,80.28,7019100,IBM
2006-05-23,80.25,81.3,79.64,79.83,5010300,IBM
2006-05-25,79.89,80.18,79.65,80.14,3995200,IBM
2006-05-30,80.35,80.96,80.15,80.16,5049100,IBM
2006-06-01,79.89,80.87,79.81,80.69,4866500,IBM
2006-06-05,79.1,80.04,79.01,79.06,5556000,IBM
2006-06-07,79.78,80.74,79.12,79.15,7925300,IBM
2006-06-09,77.24,78.1,77.05,77.63,6135400,IBM
2006-06-13,77.14,77.93,76.82,76.93,7374200,IBM
2006-06-15,77.85,78.78,76.95,78.56,6679800,IBM
2006-06-19,77.9,78.3,77.34,77.67,5303100,IBM
2006-06-21,77.99,78.56,77.98,78.3,5615900,IBM
2006-06-23,77.15,77.84,76.94,77.1,4520600,IBM
2006-06-27,77.32,77.6,76.32,76.63,5597000,IBM
2006-06-29,76.89,77.8,76.56,77.59,5449200,IBM
2006-07-03,77.54,78.27,77.27,78.02,3177300,IBM
2006-07-06,77.59,78.53,77.57,78.09,4333100,IBM
2006-07-10,76.18,76.83,75.87,76.67,7154700,IBM
2006-07-12,76.07,76.3,74.82,75.48,8372100,IBM
2006-07-14,74.24,74.3,73.37,73.57,6957800,IBM
2006-07-18,73.7,74.42,72.73,74.26,8730600,IBM
2006-07-20,75.73,75.88,75.2,75.48,12216500,IBM
2006-07-24,74.92,76.15,74.92,75.99,5611200,IBM
2006-07-26,75.48,76.3,75.36,75.83,3870100,IBM
2006-07-28,76.38,77.3,76.26,76.96,4165700,IBM
2006-08-01,76.65,77.38,75.75,76.14,4406800,IBM
2006-08-03,76.0,76.73,74.9,76.33,2765800,IBM
2006-08-07,75.63,76.2,75.28,75.52,4034200,IBM
2006-08-09,75.56,76.28,75.39,75.39,4480800,IBM
2006-08-11,75.34,75.78,75.2,75.48,3696100,IBM
2006-08-15,76.9,77.14,76.31,77.08,5985400,IBM
2006-08-17,78.93,79.56,78.53,79.37,5602300,IBM
2006-08-21,79.51,79.88,78.87,79.28,3676500,IBM
2006-08-23,78.95,79.47,78.42,78.67,3428500,IBM
2006-08-25,79.2,80.0,79.14,79.88,3428100,IBM
2006-08-29,80.06,81.48,80.06,81.4,5208500,IBM
2006-08-31,81.3,81.5,80.78,80.97,3786200,IBM
2006-09-05,81.19,81.54,80.6,80.85,3968500,IBM
2006-09-07,79.9,80.38,79.31,79.4,3913600,IBM
2006-09-11,80.6,81.2,80.25,80.93,4316200,IBM
2006-09-13,82.25,82.7,81.84,82.21,4980200,IBM
2006-09-15,83.21,83.59,82.79,82.94,8203800,IBM
2006-09-19,81.97,82.09,81.42,81.87,5088700,IBM
2006-09-21,82.61,83.25,81.35,81.61,8909000,IBM
2006-09-25,81.65,82.28,81.28,82.0,5685100,IBM
2006-09-27,82.0,82.67,81.71,82.09,5881600,IBM
2006-09-29,81.9,82.79,81.77,81.94,4770700,IBM
2006-10-03,81.88,82.26,81.56,81.65,4838500,IBM
2006-10-05,82.81,83.21,82.6,82.92,4956700,IBM
2006-10-09,83.14,84.08,83.0,84.0,4490200,IBM
2006-10-11,84.15,84.69,83.79,84.19,5210600,IBM
2006-10-13,84.45,86.21,84.44,86.08,7788600,IBM
2006-10-17,86.33,87.94,86.22,86.95,13338000,IBM
2006-10-19,89.8,90.98,89.31,89.86,10676400,IBM
2006-10-23,90.05,92.0,90.01,91.56,8862300,IBM
2006-10-25,91.21,91.99,90.94,91.83,6122100,IBM
2006-10-27,90.91,91.89,90.58,90.76,5840300,IBM
2006-10-31,91.5,92.68,91.5,92.33,9267600,IBM
2006-11-02,91.8,91.95,91.25,91.68,4895200,IBM
2006-11-06,91.5,92.74,91.5,92.6,6240900,IBM
2006-11-08,92.25,92.92,92.01,92.59,6022200,IBM
2006-11-10,92.3,92.35,91.63,91.76,5369600,IBM
2006-11-14,92.0,93.29,91.65,93.29,5873000,IBM
2006-11-16,93.07,93.6,92.6,93.47,4171500,IBM
2006-11-20,93.6,93.8,93.01,93.25,5010600,IBM
2006-11-22,92.9,93.74,92.8,93.52,3351700,IBM
2006-11-27,92.71,93.24,91.12,91.45,6284000,IBM
2006-11-29,91.35,91.66,91.01,91.52,4623000,IBM
2006-12-01,91.9,91.91,90.55,91.25,5446700,IBM
2006-12-05,93.51,94.64,93.44,94.48,6886200,IBM
2006-12-07,94.0,94.43,93.55,94.23,4310800,IBM
2006-12-11,93.72,94.35,93.56,93.64,3459200,IBM
2006-12-13,94.78,95.33,94.5,94.77,6441300,IBM
2006-12-15,95.61,95.8,95.05,95.3,8086700,IBM
2006-12-19,95.1,96.39,94.91,96.0,4933400,IBM
2006-12-21,95.78,96.5,95.53,95.91,4406200,IBM
2006-12-26,95.0,95.81,94.92,95.66,2278700,IBM
2006-12-28,97.11,97.4,96.87,96.97,4501900,IBM
2007-01-03,97.18,98.4,96.26,97.27,9199500,IBM
2007-01-05,97.6,97.95,96.91,97.42,7222900,IBM
2007-01-09,99.08,100.33,99.07,100.07,11108900,IBM
2007-01-11,99.0,99.9,98.5,98.65,8000800,IBM
2007-01-16,99.4,100.84,99.3,100.82,9602200,IBM
2007-01-18,99.8,99.95,98.91,99.45,14725000,IBM
2007-01-22,96.42,97.23,96.12,97.11,13540700,IBM
2007-01-24,97.08,97.58,96.58,97.4,5700000,IBM
2007-01-26,97.52,97.83,96.84,97.45,5771200,IBM
2007-01-30,98.57,99.45,98.5,99.37,7178000,IBM
2007-02-01,98.97,99.18,97.96,99.0,6612400,IBM
2007-02-05,99.17,100.44,98.9,100.38,8309900,IBM
2007-02-07,99.8,100.36,99.12,99.54,7698200,IBM
2007-02-09,99.52,99.7,97.81,98.55,6101300,IBM
2007-02-13,98.6,98.74,97.8,98.29,5703015,IBM
2007-02-15,99.06,99.52,98.48,98.92,5568600,IBM
2007-02-20,98.66,99.46,98.55,99.35,4124200,IBM
2007-02-22,98.8,99.5,97.77,98.5,5902500,IBM
2007-02-26,97.86,97.86,96.46,96.91,5923691,IBM
2007-02-28,93.71,94.09,92.47,92.94,12191600,IBM
2007-03-02,92.0,92.37,90.84,90.9,9451500,IBM
2007-03-06,91.81,93.89,92.26,93.8,9184500,IBM
2007-03-08,94.5,94.82,92.52,93.0,7404500,IBM
2007-03-12,93.68,94.17,92.97,94.11,5531300,IBM
2007-03-14,94.11,94.03,92.1,93.76,8714065,IBM
2007-03-16,94.45,94.45,93.02,93.25,8733050,IBM
2007-03-20,94.0,94.53,93.55,94.5,4560000,IBM
2007-03-22,95.1,95.44,94.65,95.19,5993550,IBM
2007-03-26,95.0,95.25,94.32,95.0,6729345,IBM
2007-03-28,93.9,95.02,93.8,94.26,8128557,IBM
2007-03-30,94.24,94.75,93.57,94.26,7638050,IBM
2007-04-03,95.45,96.23,95.33,96.1,5730800,IBM
2007-04-05,95.98,96.75,95.75,96.52,3307100,IBM
2007-04-10,96.4,96.8,96.16,96.46,3596400,IBM
2007-04-12,95.16,95.82,94.53,95.67,7085294,IBM
2007-04-16,94.99,96.3,94.72,96.18,6865100,IBM
2007-04-18,94.8,95.91,94.4,94.8,15871734,IBM
2007-04-20,95.02,95.15,93.91,94.58,9340296,IBM
2007-04-24,97.23,99.9,97.23,98.49,21494578,IBM
2007-04-26,101.0,101.5,100.21,100.9,8615188,IBM
2007-04-30,101.11,103.0,100.97,102.21,10050699,IBM
2007-05-02,102.8,103.14,102.13,102.22,7045178,IBM
2007-05-04,102.75,103.03,102.25,102.96,5469734,IBM
2007-05-08,102.42,103.39,102.21,103.29,5972400,IBM
2007-05-10,103.82,105.11,103.71,104.68,8959800,IBM
2007-05-14,105.81,106.25,104.79,105.57,5732600,IBM
2007-05-16,105.1,105.89,104.53,105.87,5613508,IBM
2007-05-18,105.84,108.05,105.6,107.99,9857500,IBM
2007-05-22,106.95,107.25,106.01,106.7,5314320,IBM
2007-05-24,105.45,105.98,103.57,103.95,6927000,IBM
2007-05-29,105.57,106.63,105.3,105.91,5420700,IBM
2007-05-31,107.26,107.67,106.0,106.6,5106300,IBM
2007-06-04,106.5,106.59,105.58,106.23,4573470,IBM
2007-06-06,105.84,105.51,102.39,102.41,30774276,IBM
2007-06-08,101.8,103.21,101.75,103.07,8223300,IBM
2007-06-12,103.11,103.18,102.15,102.34,5578530,IBM
2007-06-14,103.1,104.24,102.81,103.85,5166300,IBM
2007-06-18,105.27,105.65,104.89,105.33,6373424,IBM
2007-06-20,106.5,107.02,105.95,106.0,6542010,IBM
2007-06-22,105.96,106.44,104.44,104.44,10822600,IBM
2007-06-26,105.1,106.06,104.82,105.33,5229600,IBM
2007-06-28,105.52,106.92,105.22,105.95,5430900,IBM
2007-07-02,105.39,105.8,104.58,105.01,4702454,IBM
2007-07-05,106.31,108.39,105.98,108.05,6671400,IBM
2007-07-09,108.73,109.35,108.2,108.97,6046268,IBM
2007-07-11,108.3,109.6,108.25,109.1,5889600,IBM
2007-07-13,108.75,109.2,108.1,108.6,7124067,IBM
2007-07-17,109.66,111.47,109.45,110.77,7619829,IBM
2007-07-19,115.0,116.48,114.65,115.86,17284009,IBM
2007-07-23,114.88,116.43,114.85,116.38,8043200,IBM
2007-07-25,116.19,118.38,115.24,118.1,11342618,IBM
2007-07-27,116.62,117.95,115.62,115.62,18138635,IBM
2007-07-31,114.72,114.72,110.02,110.65,17816454,IBM
2007-08-02,112.1,114.05,111.5,113.23,11322857,IBM
2007-08-06,111.97,113.89,111.7,113.89,7245595,IBM
2007-08-08,114.3,114.6,112.26,112.98,7681519,IBM
2007-08-10,109.75,113.5,109.7,112.64,9592142,IBM
2007-08-14,112.83,113.15,111.74,112.05,5615443,IBM
2007-08-16,111.23,111.42,103.7,109.69,16723398,IBM
2007-08-20,110.9,111.1,109.13,109.22,9840612,IBM
2007-08-22,110.09,110.5,109.15,110.0,6330400,IBM
2007-08-24,111.45,113.25,110.81,113.24,7058700,IBM
2007-08-28,112.9,113.59,111.63,112.0,6006667,IBM
2007-08-30,114.57,116.0,113.62,115.37,7756100,IBM
2007-09-04,116.34,118.89,116.15,118.19,8071653,IBM
2007-09-06,117.88,118.75,116.24,117.62,6778614,IBM
2007-09-10,116.15,117.5,115.32,115.8,6120700,IBM
2007-09-12,116.95,117.4,115.69,116.0,6289315,IBM
2007-09-14,115.05,116.0,114.65,115.13,6904373,IBM
2007-09-18,115.0,116.78,114.83,116.63,7839600,IBM
2007-09-20,116.27,117.65,116.2,116.86,5807863,IBM
2007-09-24,116.9,117.43,115.85,116.25,5734283,IBM
2007-09-26,116.94,118.08,116.75,117.3,6695800,IBM
2007-09-28,117.14,118.5,117.1,117.8,7720200,IBM
2007-10-02,119.31,119.6,118.14,118.36,6912187,IBM
2007-10-04,116.2,116.75,115.0,115.69,6178181,IBM
2007-10-08,116.1,118.23,115.88,117.77,4823300,IBM
2007-10-10,118.0,118.8,117.68,118.62,5913800,IBM
2007-10-12,118.5,118.89,117.28,117.81,5657396,IBM
2007-10-16,118.02,119.94,117.5,119.6,11527300,IBM
2007-10-18,114.82,116.41,114.44,114.8,7737110,IBM
2007-10-22,110.97,113.88,110.96,113.37,7576895,IBM
2007-10-24,114.2,114.45,111.68,112.95,8072700,IBM
2007-10-26,113.0,114.0,112.07,113.73,5030300,IBM
2007-10-30,114.5,114.9,113.75,114.12,4016300,IBM
2007-11-01,115.5,116.09,113.32,113.65,7594402,IBM
2007-11-05,115.11,115.11,112.83,113.4,7159407,IBM
2007-11-07,113.56,113.64,110.9,111.08,7088284,IBM
2007-11-09,104.92,104.92,99.27,100.25,18084552,IBM
2007-11-13,102.73,105.74,102.5,105.27,10777961,IBM
2007-11-15,103.24,105.64,103.05,103.6,8380171,IBM
2007-11-19,104.34,105.39,101.34,102.22,9504656,IBM
2007-11-21,101.41,104.09,101.41,102.22,7097131,IBM
2007-11-26,104.26,105.15,101.72,101.97,7339966,IBM
2007-11-28,104.82,108.27,104.36,107.37,9397627,IBM
2007-11-30,108.57,109.19,103.93,105.18,12900375,IBM
2007-12-04,105.41,107.42,104.72,106.63,6361726,IBM
2007-12-06,108.0,110.0,107.93,109.7,5315645,IBM
2007-12-10,109.38,110.26,109.0,109.39,4442167,IBM
2007-12-12,109.17,110.2,107.38,108.47,7879853,IBM
2007-12-14,107.31,107.56,104.1,105.77,9711145,IBM
2007-12-18,105.08,106.97,104.13,106.31,8042727,IBM
2007-12-20,107.78,109.49,107.61,108.84,8031009,IBM
2007-12-24,111.2,112.0,110.55,111.65,2342363,IBM
2007-12-27,110.53,111.3,109.49,109.6,4514761,IBM
2007-12-31,109.51,110.0,107.26,108.1,5732866,IBM
2008-01-03,104.83,105.57,103.98,104.9,7529206,IBM
2008-01-07,100.25,101.0,99.03,100.05,12650525,IBM
2008-01-09,97.76,99.15,97.16,98.31,10922994,IBM
2008-01-11,99.2,99.46,97.04,97.67,8959860,IBM
2008-01-15,102.03,104.64,101.23,101.83,11636336,IBM
2008-01-17,102.0,103.45,100.05,101.1,11649716,IBM
2008-01-22,98.55,103.09,98.55,101.22,15133331,IBM
2008-01-24,106.38,107.51,104.68,106.91,13026801,IBM
2008-01-28,104.44,105.77,103.83,104.98,7858457,IBM
2008-01-30,105.85,107.65,104.86,105.65,7432496,IBM
2008-02-01,107.16,109.4,105.86,109.08,8047060,IBM
2008-02-05,107.06,108.05,104.68,105.02,9048942,IBM
2008-02-07,102.89,104.0,100.6,102.34,11255881,IBM
2008-02-11,103.05,105.55,102.87,105.14,6098285,IBM
2008-02-13,107.13,108.93,106.8,108.42,6608578,IBM
2008-02-15,105.27,106.25,105.0,106.16,6235628,IBM
2008-02-20,105.43,108.21,104.53,107.85,7672837,IBM
2008-02-22,107.14,108.48,105.71,108.07,7917196,IBM
2008-02-26,109.52,114.99,109.05,114.38,18651706,IBM
2008-02-28,115.6,115.9,114.56,115.24,7227169,IBM
2008-03-03,113.86,114.81,113.48,114.23,6335786,IBM
2008-03-05,116.41,116.41,114.25,115.39,8434891,IBM
2008-03-07,111.85,114.75,111.8,113.94,8124883,IBM
2008-03-11,115.8,116.56,114.04,116.49,10992406,IBM
2008-03-13,115.69,116.78,113.64,115.91,9548828,IBM
2008-03-17,113.0,117.04,113.0,115.55,9281092,IBM
2008-03-19,118.29,118.5,116.65,116.94,9314339,IBM
2008-03-24,118.57,119.79,118.13,119.06,8398344,IBM
2008-03-26,117.59,117.97,114.96,116.91,9617148,IBM
2008-03-28,115.86,116.75,114.21,114.57,6600901,IBM
2008-04-01,115.2,118.37,114.97,116.49,11877038,IBM
2008-04-03,114.35,116.82,113.86,116.02,7052875,IBM
2008-04-07,116.37,117.37,115.82,116.31,6181189,IBM
2008-04-09,116.5,117.72,115.72,116.77,6819018,IBM
2008-04-11,117.31,117.8,115.51,116.0,9561275,IBM
2008-04-15,117.1,117.67,115.54,117.17,8643796,IBM
2008-04-17,122.39,123.72,120.7,123.08,19002761,IBM
2008-04-21,123.62,124.51,122.05,124.35,6953989,IBM
2008-04-23,123.69,124.78,122.64,123.6,7593274,IBM
2008-04-25,124.5,124.5,122.06,123.08,6316517,IBM
2008-04-29,122.04,123.2,122.04,122.85,7226458,IBM
2008-05-01,121.06,124.43,121.06,123.61,8230753,IBM
2008-05-05,122.29,123.25,121.74,122.03,6360332,IBM
2008-05-07,122.78,124.98,122.41,124.14,11406753,IBM
2008-05-09,124.37,124.65,123.63,124.06,5502095,IBM
2008-05-13,125.12,126.7,125.03,126.58,9693364,IBM
2008-05-15,127.33,128.68,126.9,128.46,7227965,IBM
2008-05-19,127.68,128.21,126.05,126.49,6385449,IBM
2008-05-21,125.05,126.4,123.02,123.62,8334760,IBM
2008-05-23,124.35,124.91,123.77,124.2,4701489,IBM
2008-05-28,127.5,129.54,126.99,129.54,9875570,IBM
2008-05-30,129.22,129.99,128.8,129.43,8652886,IBM
2008-06-03,127.47,129.0,127.46,127.84,7238549,IBM
2008-06-05,127.41,129.04,127.2,128.47,6153767,IBM
2008-06-09,125.38,126.18,124.06,125.86,5584925,IBM
2008-06-11,125.9,125.9,122.86,123.25,7207672,IBM
2008-06-13,124.42,126.57,124.15,126.15,6379729,IBM
2008-06-17,127.1,127.1,124.62,125.1,5278080,IBM
2008-06-19,123.67,125.62,122.36,125.02,7570333,IBM
2008-06-23,123.0,124.5,122.4,123.46,5862919,IBM
2008-06-25,123.67,125.83,123.2,124.58,7134982,IBM
2008-06-27,121.02,122.05,118.26,120.05,11660356,IBM
2008-07-01,117.5,119.36,116.6,119.27,10070580,IBM
2008-07-03,119.95,120.78,117.89,119.54,6117601,IBM
2008-07-08,120.55,123.99,120.55,123.88,9813737,IBM
2008-07-10,120.66,123.54,120.66,123.18,10053506,IBM
2008-07-14,123.51,124.25,121.24,121.54,8317305,IBM
2008-07-16,122.81,126.89,122.25,125.94,9899553,IBM
2008-07-18,125.81,130.0,125.42,129.89,18317944,IBM
2008-07-22,127.5,130.0,127.26,130.0,11428578,IBM
2008-07-24,129.06,130.93,128.8,130.0,8946618,IBM
2008-07-28,127.69,128.44,126.13,126.25,6096738,IBM
2008-07-30,128.12,129.0,127.09,128.86,5826411,IBM
2008-08-01,128.52,129.3,126.28,126.64,4939828,IBM
2008-08-05,128.2,128.9,127.08,128.87,6969898,IBM
2008-08-07,128.3,129.97,127.9,129.05,6633491,IBM
2008-08-11,128.43,128.43,125.75,126.6,7490435,IBM
2008-08-13,125.0,126.99,124.75,125.8,5857792,IBM
2008-08-15,127.07,127.19,125.35,126.36,5566474,IBM
2008-08-19,123.63,124.79,122.01,122.56,9313594,IBM
2008-08-21,121.58,123.43,121.55,122.99,6314975,IBM
2008-08-25,124.48,124.93,122.7,122.86,5827382,IBM
2008-08-27,122.42,124.85,122.18,123.38,5845404,IBM
2008-08-29,123.71,123.99,121.63,121.73,7156221,IBM
2008-09-03,118.34,118.65,115.15,118.34,11317003,IBM
2008-09-05,114.15,115.09,113.17,114.33,8813693,IBM
2008-09-09,117.78,118.1,115.0,115.04,8106710,IBM
2008-09-11,116.6,119.37,116.11,119.2,9737314,IBM
2008-09-15,115.36,118.41,115.19,115.19,9952555,IBM
2008-09-17,114.79,115.5,110.61,111.47,12297971,IBM
2008-09-19,119.59,124.0,117.5,118.85,14436424,IBM
2008-09-23,116.21,118.17,114.14,115.36,8013445,IBM
2008-09-25,117.75,121.99,116.12,120.11,6540753,IBM
2008-09-29,117.44,118.43,109.95,114.46,9586679,IBM
2008-10-01,115.51,116.8,107.75,110.13,13137706,IBM
2008-10-03,105.16,110.95,103.03,103.44,9638051,IBM
2008-10-07,101.5,102.62,94.24,95.65,11416625,IBM
2008-10-09,95.29,95.31,88.23,89.0,21294775,IBM
2008-10-13,90.44,93.61,86.95,92.21,17107990,IBM
2008-10-15,92.77,95.29,87.71,88.29,11335516,IBM
2008-10-17,91.75,95.91,87.71,90.78,15231901,IBM
2008-10-21,92.22,92.46,88.57,88.86,9719965,IBM
2008-10-23,84.09,85.89,81.0,84.35,12357997,IBM
2008-10-27,80.27,84.5,79.01,79.66,11111740,IBM
2008-10-29,87.74,91.0,86.25,88.2,12694212,IBM
2008-10-31,90.9,94.19,89.03,92.97,10506533,IBM
2008-11-04,94.76,94.76,92.07,93.4,10174199,IBM
2008-11-06,87.68,88.83,84.28,85.15,12525214,IBM
2008-11-10,87.99,88.1,82.74,83.87,9849063,IBM
2008-11-12,80.73,82.4,79.57,79.74,11369331,IBM
2008-11-14,82.63,85.4,79.5,80.33,12025365,IBM
2008-11-18,79.13,80.93,77.0,80.08,13051229,IBM
2008-11-20,75.0,78.39,70.51,71.74,17634937,IBM
2008-11-24,75.74,82.09,75.0,79.89,15023725,IBM
2008-11-26,79.52,81.79,78.61,81.67,8240531,IBM
2008-12-01,80.95,81.36,76.79,76.9,10264956,IBM
2008-12-03,78.62,81.0,76.99,80.67,9757965,IBM
2008-12-05,76.78,81.5,75.31,80.59,11211940,IBM
2008-12-09,83.82,85.43,82.2,82.69,9359474,IBM
2008-12-11,81.5,82.86,79.77,80.58,10687044,IBM
2008-12-15,82.51,83.54,80.0,82.77,8848400,IBM
2008-12-17,85.44,87.27,84.66,85.84,8778569,IBM
2008-12-19,85.22,85.22,82.97,83.52,13099430,IBM
2008-12-23,82.35,82.81,80.13,80.6,6386299,IBM
2008-12-26,80.93,81.8,80.55,81.33,3102677,IBM
2008-12-30,81.83,83.64,81.52,83.55,5774769,IBM
2009-01-02,83.89,87.59,83.89,87.37,7558627,IBM
2009-01-06,87.11,90.41,86.37,89.23,9653234,IBM
2009-01-08,87.81,88.14,85.98,87.18,7231753,IBM
2009-01-12,84.57,86.6,84.42,85.71,8072871,IBM
2009-01-14,84.2,84.82,82.11,83.19,9470642,IBM
2009-01-16,84.61,85.74,83.08,84.92,11245580,IBM
2009-01-21,86.29,91.6,86.0,91.42,24908525,IBM
2009-01-23,88.4,90.7,87.81,89.49,10256388,IBM
2009-01-27,91.77,91.97,90.5,91.66,8721601,IBM
2009-01-29,93.58,94.58,92.02,92.51,9234105,IBM
2009-02-02,90.6,91.86,89.69,90.93,9926980,IBM
2009-02-04,93.74,94.91,91.82,92.83,10191929,IBM
2009-02-06,92.51,97.1,91.65,96.14,13063843,IBM
2009-02-10,95.58,96.82,92.96,93.27,13541935,IBM
2009-02-12,94.41,95.2,92.2,95.07,9918736,IBM
2009-02-17,91.73,92.49,90.5,90.67,8906784,IBM
2009-02-19,91.06,92.16,88.45,88.93,12624634,IBM
2009-02-23,89.3,89.33,84.19,84.37,13509701,IBM
2009-02-25,86.0,87.12,82.85,85.9,12646705,IBM
2009-02-27,88.12,93.28,88.01,92.03,21312536,IBM
2009-03-03,90.16,90.18,87.19,87.77,13745837,IBM
2009-03-05,88.13,90.16,87.02,87.48,14933403,IBM
2009-03-09,84.7,86.8,83.02,83.48,13153048,IBM
2009-03-11,87.51,89.54,86.72,88.62,11824127,IBM
2009-03-13,90.4,90.65,89.29,90.36,9112201,IBM
2009-03-17,91.11,92.91,90.45,92.91,11490142,IBM
2009-03-19,92.84,93.35,91.51,92.66,9899994,IBM
2009-03-23,93.7,98.71,93.7,98.71,12408203,IBM
2009-03-25,98.47,99.86,96.09,97.95,12017509,IBM
2009-03-27,95.99,96.0,92.75,94.15,15746911,IBM
2009-03-31,94.96,98.66,94.85,96.89,14553959,IBM
2009-04-02,99.15,101.99,98.38,100.82,16226813,IBM
2009-04-06,100.9,101.85,100.0,101.56,8821996,IBM
2009-04-08,99.45,101.55,99.0,101.19,7311817,IBM
2009-04-13,100.28,101.65,99.04,99.95,7797542,IBM
2009-04-15,98.23,99.06,96.44,98.85,8164390,IBM
2009-04-17,101.18,102.04,99.69,101.27,10218764,IBM
2009-04-21,98.41,102.48,98.2,102.31,15230878,IBM
2009-04-23,102.65,102.78,99.8,101.42,9440413,IBM
2009-04-27,99.61,101.69,99.29,99.95,8612348,IBM
2009-04-29,101.98,105.0,101.67,104.04,9786690,IBM
2009-05-01,103.78,104.86,102.94,104.61,6237185,IBM
2009-05-05,106.0,106.82,105.51,105.85,6751973,IBM
2009-05-07,104.65,104.8,101.83,102.59,8524436,IBM
2009-05-11,101.09,103.88,100.95,102.9,8253824,IBM
2009-05-13,102.88,103.1,101.35,102.26,8202724,IBM
2009-05-15,100.9,103.07,100.57,101.37,8367739,IBM
2009-05-19,104.33,106.12,104.0,105.51,7079435,IBM
2009-05-21,103.07,103.25,101.74,102.82,7411431,IBM
2009-05-26,101.32,105.63,101.02,105.02,7211942,IBM
2009-05-28,103.34,105.14,102.68,104.69,6127885,IBM
2009-06-01,106.94,108.67,106.67,108.37,7725911,IBM
2009-06-03,106.53,106.6,105.11,106.49,7688214,IBM
2009-06-05,107.33,108.4,106.75,107.24,7665350,IBM
2009-06-09,108.15,109.14,107.99,108.14,8592752,IBM
2009-06-11,108.75,110.64,108.56,109.4,9136089,IBM
2009-06-15,107.63,108.83,107.24,107.62,8567686,IBM
2009-06-17,107.46,107.88,106.88,107.0,7366166,IBM
2009-06-19,106.31,106.65,105.5,105.89,13562225,IBM
2009-06-23,104.75,104.87,103.79,104.44,5154084,IBM
2009-06-25,103.7,106.78,103.51,106.06,6900783,IBM
2009-06-29,105.99,106.18,105.16,105.83,4681817,IBM
2009-07-01,105.0,106.27,104.73,104.84,5537276,IBM
2009-07-06,101.57,102.23,100.47,101.65,6523090,IBM
2009-07-08,100.29,101.17,99.5,100.68,7380719,IBM
2009-07-10,100.97,101.72,99.8,100.83,7470894,IBM
2009-07-14,103.42,103.62,102.52,103.25,5416082,IBM
2009-07-16,106.84,110.97,106.79,110.64,15048197,IBM
2009-07-20,114.53,116.88,114.39,116.44,10683485,IBM
2009-07-22,116.18,117.2,115.09,115.57,8813331,IBM
2009-07-24,116.68,118.15,116.63,117.64,6262750,IBM
2009-07-28,116.63,117.52,116.34,117.28,5783139,IBM
2009-07-30,118.0,119.37,117.67,117.86,6805957,IBM
